url,id,title,active,updated_at,created_at,default,actions,conditions,position,raw_title
https://d3v-tomasbaidal.zendesk.com/api/v2/automations/4690004632861.json,4690004632861,Close ticket 4 days after status is set to solved,True,2022-05-15T09:27:56Z,2022-03-28T13:47:03Z,True,"[{'field': 'status', 'value': 'closed'}]","{'all': [{'field': 'status', 'operator': 'is', 'value': 'solved'}, {'field': 'SOLVED', 'operator': 'greater_than', 'value': '96'}], 'any': []}",0,Close ticket 4 days after status is set to solved
https://d3v-tomasbaidal.zendesk.com/api/v2/automations/4690004634013.json,4690004634013,Pending notification 24 hours,False,2022-05-15T09:27:56Z,2022-03-28T13:47:03Z,True,"[{'field': 'notification_user', 'value': ['requester_and_ccs', '[{{ticket.account}}] Pending request: {{ticket.title}}', 'This is an email to remind you that your request (#{{ticket.id}}) is pending and awaits your feedback.\n\n{{ticket.comments_formatted}}']}]","{'all': [{'field': 'PENDING', 'operator': 'is', 'value': '24'}, {'field': 'ticket_is_public', 'operator': 'is', 'value': 'public'}], 'any': []}",9998,Pending notification 24 hours
https://d3v-tomasbaidal.zendesk.com/api/v2/automations/4690004635677.json,4690004635677,Pending notification 5 days,False,2022-05-15T09:27:56Z,2022-03-28T13:47:03Z,True,"[{'field': 'notification_user', 'value': ['requester_and_ccs', '[{{ticket.account}}] Pending request: {{ticket.title}}', 'This is an email to remind you that your request (#{{ticket.id}}) has been pending for 5 days and awaits your feedback.\n\n{{ticket.comments_formatted}}']}]","{'all': [{'field': 'PENDING', 'operator': 'is', 'value': '120'}, {'field': 'ticket_is_public', 'operator': 'is', 'value': 'public'}], 'any': []}",9999,Pending notification 5 days
https://d3v-tomasbaidal.zendesk.com/api/v2/automations/6317235017757.json,6317235017757,Set priority HIGH when  > 72h Open or New,True,2022-08-15T10:33:55Z,2022-08-14T16:11:09Z,False,"[{'field': 'priority', 'value': 'high'}, {'field': 'current_tags', 'value': 'set_high'}]","{'all': [{'field': 'OPEN', 'operator': 'greater_than', 'value': '72'}, {'field': 'current_tags', 'operator': 'not_includes', 'value': 'set_high'}, {'field': 'current_tags', 'operator': 'not_includes', 'value': 'high_finance'}, {'field': 'status', 'operator': 'less_than', 'value': 'pending'}], 'any': []}",10000,Set priority HIGH when  > 72h Open or New
https://d3v-tomasbaidal.zendesk.com/api/v2/automations/6325468204701.json,6325468204701,Set HIGH Finance Tickets when > 48h. OPEN or NEW,True,2022-08-15T10:40:30Z,2022-08-15T10:37:19Z,False,"[{'field': 'priority', 'value': 'high'}, {'field': 'current_tags', 'value': 'high_finance'}]","{'all': [{'field': 'status', 'operator': 'less_than', 'value': 'pending'}, {'field': 'OPEN', 'operator': 'is', 'value': '48'}, {'field': 'NEW', 'operator': 'is', 'value': '48'}, {'field': 'current_tags', 'operator': 'not_includes', 'value': 'high_finance'}, {'field': 'current_tags', 'operator': 'not_includes', 'value': 'set_high'}, {'field': 'priority', 'operator': 'is_not', 'value': 'high'}], 'any': [{'field': 'group_id', 'operator': 'is', 'value': '6317545673245'}, {'field': 'group_id', 'operator': 'is', 'value': '6308245116317'}, {'field': 'group_id', 'operator': 'is', 'value': '6308258679709'}, {'field': 'group_id', 'operator': 'is', 'value': '6308266872349'}, {'field': 'group_id', 'operator': 'is', 'value': '6308303389469'}, {'field': 'group_id', 'operator': 'is', 'value': '6317571581853'}]}",10001,Set HIGH Finance Tickets when > 48h. OPEN or NEW
